job_key,job_title,salary_low,salary_high,is_remote,job_type,is_intern,salary_avg,role,seniority
job-d5467cd6eab30e70,Data Analyst - USA,61000,78000,N,Full-time (i),0,69500.0,analyst,unknown
job-d5c16ce64f854ef0,Data Scientist,89000,113000,N,Full-time,0,101000.0,scientist,unknown
job-d641fca9c1f31499,Lead Engineer - Data Science,96000,168000,Y,Full-time (i),0,132000.0,engineer,unknown
job-d643695fb61eb16f,Data Scientist - Entry Level,75000,95000,N,Full-time,0,85000.0,scientist,unknown
job-d64ff40da25d604a,"Data Scientist- TikTok Ads, Ads Targeting, Auction and Delivery",132000,167000,N,Full-time (i),0,149500.0,scientist,unknown
job-d68c01ba67d0bbcb,Data Scientist,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-d751b2f264bf621f,Speech Recognition Data Labeler (Contract),450,650,Y,Contract,0,550.0,unknown,unknown
job-d85f8d5fcfdd474b,Data Science Intern,74000,94000,N,Full-time,1,84000.0,scientist,unknown
job-d9660fd9c0998041,"Data Center Mechanical Engineer, Advanced Technology Innovation",0,0,N,Full-time,0,0.0,engineer,unknown
job-d9e3e6f88e6dc0f2,Data Science Intern,37000,47000,N,Full-time,1,42000.0,scientist,unknown
job-d9ea99a4264c54f0,"Data Scientist, Deep Learning",0,0,N,Full-time (i),0,0.0,scientist,unknown
job-dad80f6567485dd3,Analytics Internship,77000,98000,N,Internship,1,87500.0,analyst,unknown
job-dbf6e6a46aa7df96,Data Science Analyst,72000,92000,N,Full-time (i),0,82000.0,analyst,unknown
job-dc37b651dfb87d1e,Data Engineer,81000,99000,Y,Full-time,0,90000.0,engineer,unknown
job-dd35b07bed340dcb,Quantitative Researcher – Graduate,0,0,N,Full-time (i),0,0.0,unknown,unknown
job-dd57a3026de3c386,Data Science Intern - Summer 2023,40000,51000,N,Full-time,1,45500.0,scientist,unknown
job-dd726d0782deacea,Data Analytics Intern - Summer 2023,32000,41000,N,Full-time,1,36500.0,analyst,unknown
job-dd86d891fe09f4bf,Data Engineer,90000,115000,Y,Internship,1,102500.0,engineer,unknown
job-dd8c8f663bac9b83,Data Engineer (Jr),114000,144000,N,Full-time (i),0,129000.0,engineer,jr
job-de71400ddc9a7ed2,Undergraduate Internship - Data Science (Bachelors),0,0,N,Full-time,1,0.0,scientist,unknown
job-deb1ca954a3ed441,Data Visualization Specialist,58000,73000,Y,Contract,0,65500.0,unknown,unknown
job-defcdef6accd6f19,Data Scientist (Level I - II),72000,91000,N,Full-time (i),0,81500.0,scientist,unknown
job-df14e8b6e8a01081,2023 Intern - Data Science,73000,93000,N,Full-time,1,83000.0,scientist,unknown
job-e0d0b4766e7f465c,Data Engineer,114000,145000,Y,Full-time,0,129500.0,engineer,unknown
job-e11d9416d7bf8d30,"Director, Data Governance - Remote",0,0,Y,Full-time (i),0,0.0,unknown,unknown
job-e1e806fc03ad5e57,Project Manager III - Data Science Innovation,0,0,Y,Full-time (i),0,0.0,scientist,unknown
job-e264c4aba9211354,Data Analyst,66000,84000,N,Full-time (i),0,75000.0,analyst,unknown
job-e3c99c9459389a7b,New Product Validation Intern,20,20,Y,Full-time,1,20.0,unknown,unknown
job-e3f1da7cc0f1079c,"Data Scientist, F&S",136000,173000,Y,Full-time,0,154500.0,scientist,unknown
job-e42ad4ad7f9d17ed,Data and Integration Engineer - Remote,64285,102855,Y,Full-time,0,83570.0,engineer,unknown
job-e456a3303923ecc6,Data Engineer,101000,128000,Y,Full-time (i),0,114500.0,engineer,unknown
job-e485f0d6e50eb1a1,Data Engineer,96000,122000,N,Full-time (i),0,109000.0,engineer,unknown
job-e54ca2168fb24770,Energy Market GIS and/or Data Analyst,60,80,N,Full-time,0,70.0,analyst,unknown
job-e563a2ee94755f6b,Data Scientist/Computational Biologist Intern,0,0,N,Full-time,1,0.0,scientist,unknown
job-e568e974246e9092,AI-ML Engineer Intern/Co-Op,64000,81000,N,Part-time,1,72500.0,engineer,unknown
job-e58da802b5f4510c,Data Associate – Data Visualization Specialist,53000,68000,Y,Full-time,0,60500.0,unknown,jr
job-e66af60e1ee24165,Digital Loss Prevention Data Analyst - North America Nike Direct Digital Commerce (Remote Option*),86000,128500,Y,Full-time,0,107250.0,analyst,unknown
job-e766c04c226a1dbf,"Data Scientist, CV/NLP",94000,120000,Y,Full-time,0,107000.0,scientist,unknown
job-e7ba1b1f53d93324,Economic Data Scientist,90000,150000,N,Full-time,0,120000.0,scientist,unknown
job-e80f8f9fd5282afd,Data Engineer,140000,170000,Y,Full-time,0,155000.0,engineer,unknown
job-e81231b39cf512d0,"Data Scientist, Analytics II #0000",0,0,Y,Full-time,0,0.0,analyst,unknown
job-e8a473850d959a23,2023 SETUP Technology Full Time Program – Data Scientist - New York,55000,100000,N,Full-time,0,77500.0,scientist,unknown
job-e8ccf157fe743e60,Data Scientist II,114000,144000,N,Contract,0,129000.0,scientist,unknown
job-e9b6d22970a3b910,Python Data Engineer,105000,133000,Y,Contract,0,119000.0,engineer,unknown
job-e9d9c0cd33be8957,Data Scientist,112000,142000,N,Full-time,0,127000.0,scientist,unknown
job-ea15fa77ed7bb5c6,Data Analyst/Scientist,0,0,N,Part-time,0,0.0,analyst,unknown
job-ebd17b92334863fc,Chief Technology Officer,300000,400000,N,Full-time,0,350000.0,unknown,unknown
job-ec38a723adb5efec,Data Science Intern,15,15,N,Internship,1,15.0,scientist,unknown
job-edb01b018993a2e0,Senior Data Analyst,79000,100000,Y,Full-time,0,89500.0,analyst,sr
job-ee436d777987399e,Undergrad Intern - Biophysical Data Scientist (Remote),0,0,Y,Full-time,1,0.0,scientist,unknown
job-ee4db6c86845c153,Data Scientist,80000,100000,Y,Full-time,0,90000.0,scientist,unknown
job-ee8702a31f28862c,Data Analytics Engineer (Remote),90000,115000,Y,Full-time,0,102500.0,analyst,unknown
job-f0aca61664eba6cd,"Data Scientist, Junior",87000,111000,N,Full-time (i),0,99000.0,scientist,jr
job-f0d02935a4686b0f,Staff Data Scientist,176634,176634,Y,Full-time,0,176634.0,scientist,unknown
job-f1ba11427b4dece6,"Senior Data Analyst, Supply Chain (Remote)",0,0,Y,Full-time (i),0,0.0,analyst,sr
job-f1d0a408b3ca594c,Data Scientist,102000,130000,N,Full-time,0,116000.0,scientist,unknown
job-f205b91f113dfafb,Data Scientist - All Levels,99000,126000,N,Full-time (i),0,112500.0,scientist,unknown
job-f2c0dec0eec47be9,Data Science Analyst,70000,89000,N,Full-time,0,79500.0,analyst,unknown
job-f316916398cfacf0,Jr. Data Analyst,56000,71000,N,Full-time (i),0,63500.0,analyst,jr
job-f36c417b5c05e7a9,Data Scientist,80,80,Y,Full-time (i),0,80.0,scientist,unknown
job-f371efa7defdc90a,Six Sigma Data Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-f3b76ca213fd1cf9,Data Scientist Consultant,120000,152000,N,Full-time (i),0,136000.0,scientist,unknown
job-f3bd7ff1872a12ef,Data Scientist Internship - OR,68000,87000,N,Internship,1,77500.0,scientist,unknown
job-f3ca2c902f1b5cec,Data Scientist,99000,125000,N,Full-time,0,112000.0,scientist,unknown
job-f430a34876014a45,Global Quantitative Research Summer Associate Program - 2023,0,0,N,Internship,1,0.0,unknown,jr
job-f47ec4185a9c2da9,2023 Summer Intern: eCommerce Data Science (Graduate),0,0,N,Full-time,1,0.0,scientist,unknown
job-f4817fad58986b1b,Research & Development Internship - Basic Science,0,0,N,Internship,1,0.0,scientist,unknown
job-f4b1f6c5f30379c5,Data Science (Audio) Intern,47000,60000,N,Internship,1,53500.0,scientist,unknown
job-f5507b527eecfc07,Data Science Intern,45000,58000,N,Internship,1,51500.0,scientist,unknown
job-f55b650fef8e1c48,Junior Data Engineer,70000,89000,N,Full-time (i),0,79500.0,engineer,jr
job-f69be40b8ae6d0f3,2023 UberSTAR Internship Program - Data Science,0,0,N,Internship,1,0.0,scientist,unknown
job-f71657b122b62532,GCP Data Engineer- (remote),145000,170000,Y,Full-time,0,157500.0,engineer,unknown
job-f79089885227e1ac,Data Scientist,7500,7500,N,Full-time,0,7500.0,scientist,unknown
job-f7b2e9206e2fd91c,Data Scientist,128000,162000,Y,Full-time (i),0,145000.0,scientist,unknown
job-f8e0660a79c87e7a,Data Scientist,113000,143000,N,Full-time,0,128000.0,scientist,unknown
job-f8e595ba86d40c02,Data Scientist - Climate Risk Modeling,122000,154000,Y,Full-time (i),0,138000.0,scientist,unknown
job-f92671ca325357cc,Senior Data Engineer,154600,209200,Y,Full-time (i),0,181900.0,engineer,sr
job-f949a7693adc6e4c,"Intern - Research Data Science, Bioinformatics",0,0,N,Full-time,1,0.0,scientist,unknown
job-f9a84682eae1b57f,Data Scientist – Customer Operations,83000,106000,Y,Full-time,0,94500.0,scientist,unknown
job-f9d9e208ca25481b,Junior Data Scientist,72000,91000,N,Full-time,0,81500.0,scientist,jr
job-fa1487d5e35b1d3d,Azure ML Data scientist,114000,144000,Y,Contract,0,129000.0,engineer,unknown
job-faa71a8a5ad27cb7,Associate Data Scientist (Remote),75000,105000,Y,Full-time,0,90000.0,scientist,jr
job-fc0b543c87373a96,Population Health Visualization Data Analyst,0,0,Y,Full-time,0,0.0,analyst,unknown
job-fc9e8f57f0724de7,Recruiting Analyst,133000,133000,Y,Full-time (i),0,133000.0,analyst,unknown
job-fcae879011e3d6e0,Ads Data Science Manager,155000,197000,N,Full-time (i),0,176000.0,scientist,unknown
job-fcd851dce6a6983c,Data Engineer (Entry Level),22,22,N,Full-time,0,22.0,engineer,unknown
job-fce2caaee819dde7,Data Science Intern (Digital Foundry),38000,49000,N,Internship,1,43500.0,scientist,unknown
job-fd0991eae6ebba1f,"Associate Data Scientist, Operations Decision Science",69000,88000,N,Full-time (i),0,78500.0,scientist,jr
job-fd597b78cece5c01,Data Engineer,90000,160000,Y,Full-time,0,125000.0,engineer,unknown
job-fd6fbae1cbd2e1e8,Junior Data Engineer,74000,93000,Y,Full-time (i),0,83500.0,engineer,jr
job-fda3db668b886829,Data Scientist (Remote),120000,151000,Y,Full-time,0,135500.0,scientist,unknown
job-fdabb3af05a79047,Intern- Materials Data Management,81000,103000,N,Internship,1,92000.0,unknown,unknown
job-fdff1dfc57823024,Data Engineer,103000,131000,N,Full-time,0,117000.0,engineer,unknown
job-fe0301685450ff03,Data Science Leadership Development Program (DSLDP) Intern,33,42,N,Full-time,1,37.5,scientist,unknown
job-fe1e29ef697e00fa,Data Scientist co op (Spring/Summer 2023),29,29,Y,Full-time,0,29.0,scientist,unknown
job-fe5dfdffd802db44,"2023 Intern - Data Analytics, Enforcement",32,32,N,Full-time,1,32.0,analyst,unknown
job-fe6e382847752143,Data Scientist,130000,130000,Y,Full-time,0,130000.0,scientist,unknown
job-feba5abf21314515,eCornell Online Course Facilitator - Data Science,73000,92000,N,Part-time,0,82500.0,scientist,unknown
job-fefab92260ee8f81,Head of Data Science,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-ff336d09b7fb3ce8,Data Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-ffa00ac449c52622,Machine Learning Research Intern (Scientific Computing) - 2023 Summer (BS/MS/PhD),0,0,N,Internship,1,0.0,scientist,unknown
